Java,Clean_Java
"public IntervalSet[] getDecisionLookahead(ATNState s) {if ( s==null ) {return null;}IntervalSet[] look = new IntervalSet[s.getNumberOfTransitions()];for (int alt = 0; alt < s.getNumberOfTransitions(); alt++) {look[alt] = new IntervalSet();Set<ATNConfig> lookBusy = new HashSet<ATNConfig>();boolean seeThruPreds = false; _LOOK(s.transition(alt).target, null, PredictionContext.EMPTY,look[alt], lookBusy, new BitSet(), seeThruPreds, false);if ( look[alt].size()==0 || look[alt].contains(HIT_PRED) ) {look[alt] = null;}}return look;}",public IntervalSet getDecisionLookaheadATNState s if  snull  return nullIntervalSet look  new IntervalSetsgetNumberOfTransitionsfor int alt  0 alt  sgetNumberOfTransitions alt lookalt  new IntervalSetSetATNConfig lookBusy  new HashSetATNConfigboolean seeThruPreds  false LOOKstransitionalttarget null PredictionContextEMPTYlookalt lookBusy new BitSet seeThruPreds falseif  lookaltsize0  lookaltcontainsHITPRED  lookalt  nullreturn look
"public static Ptg createPtg(LittleEndianInput in) {byte id = in.readByte();if (id < 0x20) {return createBasePtg(id, in);}Ptg  retval = createClassifiedPtg(id, in);if (id >= 0x60) {retval.setClass(CLASS_ARRAY);} else if (id >= 0x40) {retval.setClass(CLASS_VALUE);} else {retval.setClass(CLASS_REF);}return retval;}",public static Ptg createPtgLittleEndianInput in byte id  inreadByteif id  0x20 return createBasePtgid inPtg  retval  createClassifiedPtgid inif id  0x60 retvalsetClassCLASSARRAY else if id  0x40 retvalsetClassCLASSVALUE else retvalsetClassCLASSREFreturn retval
public ListEntitiesDetectionJobsResult listEntitiesDetectionJobs(ListEntitiesDetectionJobsRequest request) {request = beforeClientExecution(request);return executeListEntitiesDetectionJobs(request);},public ListEntitiesDetectionJobsResult listEntitiesDetectionJobsListEntitiesDetectionJobsRequest request request  beforeClientExecutionrequestreturn executeListEntitiesDetectionJobsrequest
public ListReviewableHITsResult listReviewableHITs(ListReviewableHITsRequest request) {request = beforeClientExecution(request);return executeListReviewableHITs(request);},public ListReviewableHITsResult listReviewableHITsListReviewableHITsRequest request request  beforeClientExecutionrequestreturn executeListReviewableHITsrequest
"public OperationEvaluationContext(WorkbookEvaluator bookEvaluator, EvaluationWorkbook workbook, int sheetIndex, int srcRowNum,int srcColNum, EvaluationTracker tracker) {this(bookEvaluator, workbook, sheetIndex, srcRowNum, srcColNum, tracker, true);}",public OperationEvaluationContextWorkbookEvaluator bookEvaluator EvaluationWorkbook workbook int sheetIndex int srcRowNumint srcColNum EvaluationTracker tracker thisbookEvaluator workbook sheetIndex srcRowNum srcColNum tracker true
public void setMaxDocFreqPct(int maxPercentage) {setMaxDocFreq(Math.toIntExact((long) maxPercentage * ir.maxDoc() / 100));},public void setMaxDocFreqPctint maxPercentage setMaxDocFreqMathtoIntExactlong maxPercentage  irmaxDoc  100
"public final void lazySet(V newValue) {unsafe.putOrderedObject(this, valueOffset, newValue);}",public final void lazySetV newValue unsafeputOrderedObjectthis valueOffset newValue
public UpdateVpcLinkResult updateVpcLink(UpdateVpcLinkRequest request) {request = beforeClientExecution(request);return executeUpdateVpcLink(request);},public UpdateVpcLinkResult updateVpcLinkUpdateVpcLinkRequest request request  beforeClientExecutionrequestreturn executeUpdateVpcLinkrequest
public void removeNoteCount() {remove1stProperty(PropertyIDMap.PID_NOTECOUNT);},public void removeNoteCount remove1stPropertyPropertyIDMapPIDNOTECOUNT
"public Ref setValue(Ref value) {Ref prior = put(getKey(), value);ref = value;return prior;}",public Ref setValueRef value Ref prior  putgetKey valueref  valuereturn prior
public RevCommit getSourceCommit(int idx) {return sourceCommits[idx];},public RevCommit getSourceCommitint idx return sourceCommitsidx
"public ClassicTokenizerFactory(Map<String,String> args) {super(args);maxTokenLength = getInt(args, ""maxTokenLength"", StandardAnalyzer.DEFAULT_MAX_TOKEN_LENGTH);if (!args.isEmpty()) {throw new IllegalArgumentException(""Unknown parameters: "" + args);}}",public ClassicTokenizerFactoryMapStringString args superargsmaxTokenLength  getIntargs maxTokenLength StandardAnalyzerDEFAULTMAXTOKENLENGTHif argsisEmpty throw new IllegalArgumentExceptionUnknown parameters   args
public GetDistributionResult getDistribution(GetDistributionRequest request) {request = beforeClientExecution(request);return executeGetDistribution(request);},public GetDistributionResult getDistributionGetDistributionRequest request request  beforeClientExecutionrequestreturn executeGetDistributionrequest
"public long seek(long ord) {long idx = ord / indexInterval;assert idx < fieldIndex.numIndexTerms;final long offset = fieldIndex.termOffsets.get(idx);final int length = (int) (fieldIndex.termOffsets.get(1+idx) - offset);termBytesReader.fillSlice(term, fieldIndex.termBytesStart + offset, length);this.ord = idx * indexInterval;return fieldIndex.termsStart + fieldIndex.termsDictOffsets.get(idx);}",public long seeklong ord long idx  ord  indexIntervalassert idx  fieldIndexnumIndexTermsfinal long offset  fieldIndextermOffsetsgetidxfinal int length  int fieldIndextermOffsetsget1idx  offsettermBytesReaderfillSliceterm fieldIndextermBytesStart  offset lengththisord  idx  indexIntervalreturn fieldIndextermsStart  fieldIndextermsDictOffsetsgetidx
public DescribeInterconnectsResult describeInterconnects(DescribeInterconnectsRequest request) {request = beforeClientExecution(request);return executeDescribeInterconnects(request);},public DescribeInterconnectsResult describeInterconnectsDescribeInterconnectsRequest request request  beforeClientExecutionrequestreturn executeDescribeInterconnectsrequest
public static EvaluationException invalidValue() {return new EvaluationException(ErrorEval.VALUE_INVALID);},public static EvaluationException invalidValue return new EvaluationExceptionErrorEvalVALUEINVALID
"public static String escapeWhitespace(String s, boolean escapeSpaces) {StringBuilder buf = new StringBuilder();for (char c : s.toCharArray()) {if ( c==' ' && escapeSpaces ) buf.append('\u00B7');else if ( c=='\t' ) buf.append(""\\t"");else if ( c=='\n' ) buf.append(""\\n"");else if ( c=='\r' ) buf.append(""\\r"");else buf.append(c);}return buf.toString();}",public static String escapeWhitespaceString s boolean escapeSpaces StringBuilder buf  new StringBuilderfor char c  stoCharArray if  c   escapeSpaces  bufappendu00B7else if  ct  bufappendtelse if  cn  bufappendnelse if  cr  bufappendrelse bufappendcreturn buftoString
public DescribeOrderableClusterOptionsResult describeOrderableClusterOptions(DescribeOrderableClusterOptionsRequest request) {request = beforeClientExecution(request);return executeDescribeOrderableClusterOptions(request);},public DescribeOrderableClusterOptionsResult describeOrderableClusterOptionsDescribeOrderableClusterOptionsRequest request request  beforeClientExecutionrequestreturn executeDescribeOrderableClusterOptionsrequest
"public DeleteArchiveRequest(String vaultName, String archiveId) {setVaultName(vaultName);setArchiveId(archiveId);}",public DeleteArchiveRequestString vaultName String archiveId setVaultNamevaultNamesetArchiveIdarchiveId
public DescribeSnapshotsResult describeSnapshots(DescribeSnapshotsRequest request) {request = beforeClientExecution(request);return executeDescribeSnapshots(request);},public DescribeSnapshotsResult describeSnapshotsDescribeSnapshotsRequest request request  beforeClientExecutionrequestreturn executeDescribeSnapshotsrequest
public BatchDeleteClusterSnapshotsResult batchDeleteClusterSnapshots(BatchDeleteClusterSnapshotsRequest request) {request = beforeClientExecution(request);return executeBatchDeleteClusterSnapshots(request);},public BatchDeleteClusterSnapshotsResult batchDeleteClusterSnapshotsBatchDeleteClusterSnapshotsRequest request request  beforeClientExecutionrequestreturn executeBatchDeleteClusterSnapshotsrequest
public DescribeClientVpnRoutesResult describeClientVpnRoutes(DescribeClientVpnRoutesRequest request) {request = beforeClientExecution(request);return executeDescribeClientVpnRoutes(request);},public DescribeClientVpnRoutesResult describeClientVpnRoutesDescribeClientVpnRoutesRequest request request  beforeClientExecutionrequestreturn executeDescribeClientVpnRoutesrequest
"public String toString() {String padd = getPadding();StringBuilder sb = new StringBuilder(super.toString());sb.append(parallel ? "" ["" : "" {"");sb.append(NEW_LINE);for (final PerfTask task : tasks) {sb.append(task.toString());sb.append(NEW_LINE);}sb.append(padd);sb.append(!letChildReport ? "">"" : (parallel ? ""]"" : ""}""));if (fixedTime) {sb.append(' ').append(NumberFormat.getNumberInstance(Locale.ROOT).format(runTimeSec)).append('s');} else if (repetitions>1) {sb.append("" * "").append(repetitions);} else if (repetitions==REPEAT_EXHAUST) {sb.append("" * EXHAUST"");}if (rate>0) {sb.append("",  rate: "").append(rate).append('/').append(perMin ? ""min"" : ""sec"");}if (getRunInBackground()) {sb.append("" &"");int x = getBackgroundDeltaPriority();if (x != 0) {sb.append(x);}}return sb.toString();}",public String toString String padd  getPaddingStringBuilder sb  new StringBuildersupertoStringsbappendparallel      sbappendNEWLINEfor final PerfTask task  tasks sbappendtasktoStringsbappendNEWLINEsbappendpaddsbappendletChildReport    parallel    if fixedTime sbappend appendNumberFormatgetNumberInstanceLocaleROOTformatrunTimeSecappends else if repetitions1 sbappend  appendrepetitions else if repetitionsREPEATEXHAUST sbappend  EXHAUSTif rate0 sbappend  rate appendrateappendappendperMin  min  secif getRunInBackground sbappend int x  getBackgroundDeltaPriorityif x  0 sbappendxreturn sbtoString
public void serialize(LittleEndianOutput out) {out.writeDouble(field_1_minimumAxisValue);out.writeDouble(field_2_maximumAxisValue);out.writeDouble(field_3_majorIncrement);out.writeDouble(field_4_minorIncrement);out.writeDouble(field_5_categoryAxisCross);out.writeShort(field_6_options);},public void serializeLittleEndianOutput out outwriteDoublefield1minimumAxisValueoutwriteDoublefield2maximumAxisValueoutwriteDoublefield3majorIncrementoutwriteDoublefield4minorIncrementoutwriteDoublefield5categoryAxisCrossoutwriteShortfield6options
public final void makeReadOnly() {readOnly = true;},public final void makeReadOnly readOnly  true
public DescribeDirectConnectGatewaysResult describeDirectConnectGateways(DescribeDirectConnectGatewaysRequest request) {request = beforeClientExecution(request);return executeDescribeDirectConnectGateways(request);},public DescribeDirectConnectGatewaysResult describeDirectConnectGatewaysDescribeDirectConnectGatewaysRequest request request  beforeClientExecutionrequestreturn executeDescribeDirectConnectGatewaysrequest
public GetUsagePlanKeyResult getUsagePlanKey(GetUsagePlanKeyRequest request) {request = beforeClientExecution(request);return executeGetUsagePlanKey(request);},public GetUsagePlanKeyResult getUsagePlanKeyGetUsagePlanKeyRequest request request  beforeClientExecutionrequestreturn executeGetUsagePlanKeyrequest
public DescribeVpcEndpointConnectionNotificationsResult describeVpcEndpointConnectionNotifications(DescribeVpcEndpointConnectionNotificationsRequest request) {request = beforeClientExecution(request);return executeDescribeVpcEndpointConnectionNotifications(request);},public DescribeVpcEndpointConnectionNotificationsResult describeVpcEndpointConnectionNotificationsDescribeVpcEndpointConnectionNotificationsRequest request request  beforeClientExecutionrequestreturn executeDescribeVpcEndpointConnectionNotificationsrequest
public UpdateGatewayGroupResult updateGatewayGroup(UpdateGatewayGroupRequest request) {request = beforeClientExecution(request);return executeUpdateGatewayGroup(request);},public UpdateGatewayGroupResult updateGatewayGroupUpdateGatewayGroupRequest request request  beforeClientExecutionrequestreturn executeUpdateGatewayGrouprequest
public DetachClassicLinkVpcResult detachClassicLinkVpc(DetachClassicLinkVpcRequest request) {request = beforeClientExecution(request);return executeDetachClassicLinkVpc(request);},public DetachClassicLinkVpcResult detachClassicLinkVpcDetachClassicLinkVpcRequest request request  beforeClientExecutionrequestreturn executeDetachClassicLinkVpcrequest
